"","easy.time","easy.time2","batvalue","latitude","longitude"
"246",2018-02-17 04:31:42,"2018-02-17 04:31:42",94,40.441705279515,-79.9200347637485
"247",2018-02-17 04:34:42,"2018-02-17 04:34:42",94,40.4416913478837,-79.920045405615
"248",2018-02-17 04:34:42,"2018-02-17 04:34:42",94,40.4416913478837,-79.920045405615
"249",2018-02-17 04:37:42,"2018-02-17 04:37:42",95,40.4417052731255,-79.920034761782
"250",2018-02-17 04:40:42,"2018-02-17 04:40:42",95,40.4417052703695,-79.9200347609335
"251",2018-02-17 04:43:42,"2018-02-17 04:43:42",95,40.4417052678775,-79.9200347601665
"252",2018-02-17 04:46:42,"2018-02-17 04:46:42",96,40.4417052656055,-79.920034759467
"253",2018-02-17 04:49:42,"2018-02-17 04:49:42",96,40.4417000983065,-79.9200509623558
"254",2018-02-17 04:49:42,"2018-02-17 04:49:42",96,40.4417000983065,-79.9200509623558
"255",2018-02-17 04:52:42,"2018-02-17 04:52:42",96,40.44172279095,-79.9200458774855
"256",2018-02-17 04:55:42,"2018-02-17 04:55:42",97,40.441722787389,-79.9200458771565
"257",2018-02-17 04:58:42,"2018-02-17 04:58:42",97,40.4417227841975,-79.920045876862
"258",2018-02-17 05:01:42,"2018-02-17 05:01:42",97,40.4417227813175,-79.920045876596
"259",2018-02-17 05:04:42,"2018-02-17 05:04:42",97,40.4417000991588,-79.9200509624345
"260",2018-02-17 05:04:42,"2018-02-17 05:04:42",97,40.4417000991588,-79.9200509624345
"261",2018-02-17 05:07:42,"2018-02-17 05:07:42",98,40.4417227763615,-79.920045876139
"262",2018-02-17 05:10:42,"2018-02-17 05:10:42",98,40.441722774222,-79.9200458759415
"263",2018-02-17 05:13:42,"2018-02-17 05:13:42",98,40.441722772285,-79.9200458757625
"264",2018-02-17 05:16:42,"2018-02-17 05:16:42",98,40.4417227705195,-79.9200458755995
"265",2018-02-17 05:19:42,"2018-02-17 05:19:42",98,40.4417000942595,-79.9200509619823
"266",2018-02-17 05:19:42,"2018-02-17 05:19:42",98,40.4417000942595,-79.9200509619823
"267",2018-02-17 05:22:42,"2018-02-17 05:22:42",98,40.4417000935275,-79.9200509619148
"268",2018-02-17 05:25:42,"2018-02-17 05:25:42",100,40.4417227661165,-79.9200458751935
"269",2018-02-17 05:28:42,"2018-02-17 05:28:42",100,40.441722764898,-79.920045875081
"270",2018-02-17 05:31:42,"2018-02-17 05:31:42",100,40.4417227637855,-79.920045874978
"271",2018-02-17 05:34:42,"2018-02-17 05:34:42",100,40.4417000911867,-79.9200509616987
"272",2018-02-17 05:34:42,"2018-02-17 05:34:42",100,40.4417000911867,-79.9200509616987
"273",2018-02-17 05:37:42,"2018-02-17 05:37:42",100,40.4417227618415,-79.9200458747985
"274",2018-02-17 05:40:42,"2018-02-17 05:40:42",100,40.4417227609935,-79.9200458747205
"275",2018-02-17 05:43:42,"2018-02-17 05:43:42",100,40.4417227540085,-79.9200458740755
"276",2018-02-17 05:46:42,"2018-02-17 05:46:42",100,40.4417227534805,-79.920045874027
"277",2018-02-17 05:49:42,"2018-02-17 05:49:42",100,40.4416846745105,-79.9200287201915
"278",2018-02-17 05:49:42,"2018-02-17 05:49:42",100,40.4416846745105,-79.9200287201915
"279",2018-02-17 05:52:42,"2018-02-17 05:52:42",100,40.441691928094,-79.92000135071
"280",2018-02-17 05:55:42,"2018-02-17 05:55:42",100,40.441691929425,-79.9200013921255
"281",2018-02-17 05:58:42,"2018-02-17 05:58:42",100,40.441691929427,-79.9200013921805
"282",2018-02-17 06:01:42,"2018-02-17 06:01:42",100,40.441691929428,-79.9200013922225
"283",2018-02-17 06:04:42,"2018-02-17 06:04:42",100,40.44168467452,-79.9200287204935
"284",2018-02-17 06:04:42,"2018-02-17 06:04:42",100,40.44168467452,-79.9200287204935
"285",2018-02-17 06:07:42,"2018-02-17 06:07:42",100,40.441691929437,-79.920001392501
"286",2018-02-17 06:10:42,"2018-02-17 06:10:42",100,40.4416919294375,-79.920001392516
"287",2018-02-17 06:13:42,"2018-02-17 06:13:42",100,40.441691929438,-79.9200013925295
"288",2018-02-17 06:16:42,"2018-02-17 06:16:42",100,40.4416919294385,-79.9200013925415
